# Field minima and maxima
# Time       	field        	min          	position(min)	processor    	max          	position(max)	processor    
4.07552      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.012557e+00	(0.000000e+00 0.000000e+00 1.204500e-01)	0
4.07996      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.964436e+00	(0.000000e+00 0.000000e+00 1.303500e-01)	0
4.08441      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.981669e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.08869      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.010047e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.09333      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.043932e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.09797      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.003204e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.10282      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.025578e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.10768      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.049137e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.11254      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.078728e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.11715      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.107356e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.12175      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.159942e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.1261       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.167467e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.13044      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.198637e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.13479      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.187223e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.13914      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.175650e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.14382      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.158568e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.14814      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.112538e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.15185      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.206338e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.15586      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.363380e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.16027      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.248751e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.16469      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.126947e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.1691       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.212212e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.17351      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.310492e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.17793      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.296574e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.18234      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.269826e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.18676      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.312109e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.19117      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.370026e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.19559      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.384872e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.2          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.361023e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.20465      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.353071e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.2093       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.290196e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.21384      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.279961e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.21862      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.364005e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.22339      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.338378e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.22816      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.280931e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.23307      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.321199e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.23813      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.367173e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.24304      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.335636e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.24794      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.383615e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.25255      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.418735e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.25689      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.453707e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.26097      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.463960e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.26484      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.459360e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.26859      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.472645e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.27235      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.460110e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.27599      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.425745e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.27964      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.383506e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.2834       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.336132e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.28716      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.285179e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.29105      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.289931e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.29509      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.277427e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.29928      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.248240e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.30348      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.235762e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.30787      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.267993e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.31226      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.273292e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.31664      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.279848e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.32081      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.300089e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.32498      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.374887e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.32915      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.389262e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.33331      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.350211e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.33748      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.340804e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.34165      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.350624e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.34582      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.339072e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.34999      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.310236e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.35415      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.283128e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.35874      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.278920e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.36332      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.169694e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.36791      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.193178e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.37249      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.256355e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.37708      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.283337e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.38166      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.280616e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.38625      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.274364e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.38968      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.291395e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.39226      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.538288e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.39484      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.748996e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.39742      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.677279e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.4          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.533383e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.40299      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.546357e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.40638      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.460376e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.41018      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.287542e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.4144       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.169922e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.41871      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.093895e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.42303      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.079221e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.42745      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.087792e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.43188      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.058712e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.43561      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.083699e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.43972      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.255807e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.44418      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.276935e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.4489       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.238676e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.45377      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.267413e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.45865      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.286344e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.46293      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.277843e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.46766      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.431388e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.47207      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.293560e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.47664      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.241439e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.48089      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.186737e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.485        	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.212461e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.48871      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.222487e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.49283      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.297826e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.4968       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.196198e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.50093      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.190312e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.50505      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.206855e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.50937      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.287181e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.51369      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.324837e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.518        	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.397891e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.52256      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.520508e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.52686      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.524903e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.53143      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.644324e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.53572      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.570438e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.54031      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.600760e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.54457      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.526338e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.54884      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.425028e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.55277      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.363479e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.55671      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.379034e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.56031      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.315799e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.56392      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.288040e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.56753      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.331132e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.57114      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.418954e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.57475      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.486916e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.57835      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.497100e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.58196      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.572411e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.58557      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.692382e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.58918      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.803614e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.59278      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.848779e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.59639      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.834633e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.6          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.872507e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.60392      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.916168e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.60742      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.845142e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.61074      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.892882e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.61385      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.988225e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.61695      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.988672e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.6201       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.974735e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.62326      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.955430e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.62653      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.826943e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.62993      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.814062e+00	(0.000000e+00 0.000000e+00 9.075000e-02)	0
4.63341      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.641046e+00	(0.000000e+00 0.000000e+00 9.075000e-02)	0
4.63703      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.594688e+00	(0.000000e+00 0.000000e+00 1.006500e-01)	0
4.64073      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.503777e+00	(0.000000e+00 0.000000e+00 1.105500e-01)	0
4.64462      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.429120e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.6485       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.429239e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.65259      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.537704e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.65658      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.512676e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.6608       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.558643e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.66489      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.447480e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.66899      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.406293e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.67284      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.472278e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.67647      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.519039e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.68011      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.481033e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.68374      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.518400e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.68749      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.433376e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.69124      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.484253e+00	(0.000000e+00 0.000000e+00 9.075000e-02)	0
4.69486      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.355375e+00	(0.000000e+00 0.000000e+00 1.006500e-01)	0
4.69876      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.456024e+00	(0.000000e+00 0.000000e+00 1.006500e-01)	0
4.70251      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.429958e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.70641      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.534971e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.71031      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.590384e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.71421      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.666808e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.71811      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.769476e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.7222       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.818017e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.72609      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.656107e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.7302       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.645773e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.7343       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.617241e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.73795      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.483120e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.7416       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.544372e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.74525      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.565607e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.74867      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.472408e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.75234      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.438569e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.75601      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.361121e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
