Time(s), massflow(kg/s), temperature(K), massfractionh2o(), massfractionnh3(), massfractionair(), heatratio(), ptot(Pa)
0.048,0,631.304199612815,0.033094946914254,0,0.966905053085747,0,227270.395557991
0.049,0,631.03159856009,0.033077172917165,0,0.966922827082835,0,227241.775254725
0.05,0,630.782990369376,0.03306110532796,0,0.96693889467204,0,227217.936501855
0.051,0,630.55678964989,0.033046685407581,0,0.96695331459242,0,227197.631713438
0.052,0,630.35140498363,0.033033843025814,0,0.966966156974186,0,227179.799233795
0.053,0,630.165233662095,0.033022497906864,0,0.966977502093137,0,227163.534448379
0.054,0,629.997073759238,0.033012582089771,0,0.966987417910229,0,227148.298299695
0.055,0,629.846302494884,0.033004054103933,0,0.966995945896067,0,227133.931609214
0.056,0,629.712170405449,0.032996864959394,0,0.967003135040606,0,227120.21466138
0.057,0,629.593837309956,0.032990957490394,0,0.967009042509606,0,227106.924467306
0.058,0,629.490446034948,0.032986270020472,0,0.967013729979528,0,227093.872281717
0.059,0,629.401399439643,0.03298277042371,0,0.96701722957629,0,227080.70275426
0.06,0,629.32684639228,0.032980510509296,0,0.967019489490705,0,227066.644067621
0.061,0,629.267350091974,0.032979572283525,0,0.967020427716475,0,227050.96979416
0.062,0,629.22379425874,0.0329800586806,0,0.967019941319401,0,227033.024401883
0.063,0,629.197351031518,0.03298209129193,0,0.96701790870807,0,227012.215407283
0.064,0,629.189376381869,0.032985799821673,0,0.967014200178327,0,226988.052833517
0.065,0,629.20136093888,0.032991320033654,0,0.967008679966346,0,226960.11628646
0.066,0,629.235364358939,0.032998844866164,0,0.967001155133836,0,226927.743892892
0.067,0,629.291440141115,0.033008317155933,0,0.966991682844068,0,226891.955132605
0.068,0,629.367616076258,0.03301948039641,0,0.96698051960359,0,226854.557175523
0.069,0,629.461002112308,0.033032019984255,0,0.966967980015746,0,226817.162518714
0.07,0,629.568571942442,0.033045641058632,0,0.966954358941368,0,226780.866197995
0.071,0,629.687583461566,0.033060099696145,0,0.966939900303855,0,226746.256932595
0.072,0,629.815742372435,0.03307520807009,0,0.96692479192991,0,226713.544022754
0.073,0,629.951211554238,0.03309082726535,0,0.96690917273465,0,226682.696047685
0.074,0,630.092556406548,0.033106856972304,0,0.966893143027696,0,226653.549125814
0.075,0,630.238473493265,0.033123193641129,0,0.966876806358871,0,226626.112318159
0.076,0,630.387236541818,0.033139661727307,0,0.966860338272694,0,226600.886046499
0.077,0,630.537898231681,0.033156207469039,0,0.966843792530961,0,226577.48251446
0.078,0,630.689791395748,0.033172798089732,0,0.966827201910268,0,226555.550267599
0.079,0,630.842377976037,0.033189406659447,0,0.966810593340553,0,226534.810490035
0.08,0,630.995215573052,0.033206010694131,0,0.966793989305869,0,226515.03659967
0.081,0,631.147941049368,0.033222591445093,0,0.966777408554907,0,226496.045366241
0.082,0,631.300255758924,0.033239133227915,0,0.966760866772085,0,226477.688950423
0.083,0,631.451914127925,0.033255622899719,0,0.966744377100281,0,226459.84865197
0.084,0,631.602712622108,0.033272049333187,0,0.966727950666814,0,226442.429000389
0.085,0,631.752481477103,0.033288403023578,0,0.966711596976422,0,226425.353244695
0.086,0,631.901078005955,0.033304675768708,0,0.966695324231292,0,226408.559691637
0.087,0,632.048381342424,0.033320860418436,0,0.966679139581564,0,226391.998792304
0.088,0,632.194288311748,0.033336950679475,0,0.966663049320525,0,226375.630813599
0.089,0,632.338710173438,0.033352940963111,0,0.966647059036889,0,226359.423965992
0.09,0,632.48157003472,0.033368826265764,0,0.966631173734236,0,226343.35288923
0.091,0,632.622800779467,0.033384602074548,0,0.966615397925452,0,226327.397421337
0.092,0,632.762343393573,0.033400264291951,0,0.966599735708049,0,226311.541593725
0.093,0,632.900145593184,0.033415809175272,0,0.966584190824729,0,226295.77280755
0.094,0,633.036160674848,0.033431233287798,0,0.966568766712202,0,226280.081154204
0.095,0,633.170346493028,0.033446533460142,0,0.966553466539858,0,226264.458843848
0.096,0.006501914305388,1350.37452183033,0.077669798513563,0,0.922330201486437,1.28153913379326,568939.8840699
0.097,0.056476703831833,1348.22158682032,0.077669798513563,0,0.922330201486437,1.28164628058425,565790.583306386
0.098,0.155040003998106,1346.0394416705,0.077669798513563,0,0.922330201486437,1.28175515655154,562596.566334695
0.099,0.301174242145517,1343.79195482806,0.077669798513563,0,0.922330201486437,1.28186758353779,559289.305275455
0.1,0.493635912954106,1341.44390974981,0.077669798513563,0,0.922330201486437,1.28198535709822,555803.328992345
0.101,0.730911008808371,1338.96110113649,0.077669798513563,0,0.922330201486437,1.28211024291527,552076.512732163
0.102,1.01117556067672,1336.31044050267,0.077669798513563,0,0.922330201486437,1.28224397331397,548050.433650252
0.103,1.33226241383186,1333.46007026744,0.077669798513563,0,0.922330201486437,1.28238824383663,543670.779493996
0.104,1.69163539730422,1330.37948531618,0.077669798513563,0,0.922330201486437,1.28254470983816,538887.796682515
0.105,2.08637202688263,1327.0396607794,0.077669798513563,0,0.922330201486437,1.28271498306378,533656.762555721
0.106,2.51315580058998,1323.41318451841,0.077669798513563,0,0.922330201486437,1.28290062817524,527938.464886925
0.107,2.96827899973252,1319.47439258439,0.077669798513563,0,0.922330201486437,1.28310315919467,521699.670786721
0.108,3.44765670394878,1315.1995058859,0.077669798513563,0,0.922330201486437,1.28332403582998,514913.567671502
0.109,3.94685242653361,1310.56676552434,0.077669798513563,0,0.922330201486437,1.28356465967998,507560.154135377
0.11,4.46111548668965,1305.55656517213,0.077669798513563,0,0.922330201486437,1.28382637026745,499626.567518086
0.111,4.98542984807425,1300.15157827866,0.077669798513563,0,0.922330201486437,1.28411044087663,491107.331151529
0.112,5.51457348708983,1294.33687413592,0.077669798513563,0,0.922330201486437,1.28441807437257,482004.482790415
0.113,6.0431877817761,1288.10003022584,0.077669798513563,0,0.922330201486437,1.28475039847911,472327.636354882
0.114,6.56585431410019,1281.43122218513,0.077669798513563,0,0.922330201486437,1.28510846137716,462093.861127525
0.115,7.07717831633517,1274.32330701232,0.077669798513563,0,0.922330201486437,1.28549322668583,451327.48759904
0.116,7.57187555148476,1266.77188357294,0.077669798513563,0,0.922330201486437,1.28590556857646,440059.750771153
0.117,8.04486033166119,1258.77533244291,0.077669798513563,0,0.922330201486437,1.28634626684314,428328.304383648
0.118,8.49133286357763,1250.33484457296,0.077669798513563,0,0.922330201486437,1.2868160013484,416176.659705297
0.119,8.90225886681827,1241.19052025582,0.077669798513563,0,0.922330201486437,1.28691311490079,403711.173741741
0.12,9.26273884769235,1231.58849136839,0.077669798513563,0,0.922330201486437,1.28694149666362,390948.863226328
0.121,9.56354039805257,1221.60753734497,0.077669798513563,0,0.922330201486437,1.28697003143505,377957.583309165
0.122,9.79537576925132,1211.28824868696,0.077669798513563,0,0.922330201486437,1.28699876535004,364824.2950358
0.123,9.94888003399992,1200.6817014443,0.077669798513563,0,0.922330201486437,1.28702774863178,351644.443070081
0.124,10.0147370597951,1189.85064626486,0.077669798513563,0,0.922330201486437,1.28705703956365,338521.306893914
0.125,9.98382811630515,1178.87070067414,0.077669798513563,0,0.922330201486437,1.28708670837843,325565.174783735
0.126,9.84740941948793,1167.83149039393,0.077669798513563,0,0.922330201486437,1.28711685135643,312892.371510346
0.127,9.5973841088826,1156.83760984891,0.077669798513563,0,0.922330201486437,1.28714771050486,300624.066218486
0.128,9.02488527813066,1146.06571423167,0.077669798513563,0,0.922330201486437,1.28717966191702,288948.120221568
0.129,8.23831759508816,1135.90650250732,0.077669798513563,0,0.922330201486437,1.28721377654743,278263.218890129
0.13,7.43570999899277,1126.45410476439,0.077669798513563,0,0.922330201486437,1.28724966727416,268610.876145613
0.131,6.61728827272689,1117.75807000481,0.077669798513563,0,0.922330201486437,1.28728696594435,259981.776493072
0.132,5.78304075021765,1109.86742630418,0.077669798513563,0,0.922330201486437,1.28732545297652,252367.528356211
0.133,4.93243985557763,1102.83021331119,0.077669798513563,0,0.922330201486437,1.28736499098864,245761.273590384
0.134,4.06508091515051,1096.69992828717,0.077669798513563,0,0.922330201486437,1.28740551325717,240165.103052245
0.135,3.20058055955674,1091.62490950022,0.077669798513563,0,0.922330201486437,1.28744695401585,235676.976958135
0.136,2.35246679513232,1087.6418932803,0.077669798513563,0,0.922330201486437,1.287489119274,232289.663598135
0.137,1.47140236135021,1084.58901561701,0.077669798513563,0,0.922330201486437,1.28753200386377,229813.632906397
0.138,0.994299070121107,1083.08062563403,0.077669798513563,0,0.922330201486437,1.28757484512877,228812.255513332
0.139,0.867616461933203,1082.26030863157,0.077669798513563,0,0.922330201486437,1.28761611746866,228463.292178899
0.14,0.915133343021928,1081.7007874072,0.077669798513563,0,0.922330201486437,1.28765523268615,228360.192481313
0.141,1.03720723241594,1081.28250839874,0.077669798513563,0,0.922330201486437,1.28769230353081,228389.427120375
0.142,1.19034293163507,1080.96448083711,0.077669798513563,0,0.922330201486437,1.28772764637251,228512.266847615
0.143,1.35569318415873,1080.72535422092,0.077669798513563,0,0.922330201486437,1.28776157918795,228708.787401048
0.144,1.52418673523127,1080.54962117756,0.077669798513563,0,0.922330201486437,1.28779437625233,228964.715738934
0.145,1.69084936332797,1080.42387033582,0.077669798513563,0,0.922330201486437,1.28782626711571,229267.8145945
0.146,1.85260146739057,1080.33558109301,0.077669798513563,0,0.922330201486437,1.28785744505226,229606.681213429
0.147,2.00737646427484,1080.27286875404,0.077669798513563,0,0.922330201486437,1.28788807314793,229970.451606228
0.148,2.15370384440489,1080.22447808078,0.077669798513563,0,0.922330201486437,1.2879182879319,230348.747054194
0.149,2.2904858521502,1080.17983798687,0.077669798513563,0,0.922330201486437,1.28794820125099,230731.686167942
0.15,2.41685722448771,1080.12908904333,0.077669798513563,0,0.922330201486437,1.28797790122946,231109.878522644
0.151,2.53209448539437,1080.06309530763,0.077669798513563,0,0.922330201486437,1.28800745273714,231474.409801595
0.152,2.6355722136185,1079.97350925831,0.077669798513563,0,0.922330201486437,1.28803689774576,231816.883628291
0.153,2.73241605979049,1079.87462521817,0.077669798513563,0,0.922330201486437,1.28806625484821,232150.556123893
0.154,2.82544019709929,1079.77478817007,0.077669798513563,0,0.922330201486437,1.28809553194286,232483.355262739
0.155,2.91353549692718,1079.66774300181,0.077669798513563,0,0.922330201486437,1.2881247436395,232809.256781135
0.156,2.99621954305845,1079.54940578727,0.077669798513563,0,0.922330201486437,1.28815390590487,233124.297690466
0.157,3.07338201257891,1079.41723320822,0.077669798513563,0,0.922330201486437,1.28818303251673,233425.982316157
0.158,3.14517260747817,1079.26983518857,0.077669798513563,0,0.922330201486437,1.28821214255622,233712.91899697
0.159,3.2119832940826,1079.10664385811,0.077669798513563,0,0.922330201486437,1.28824128574389,233984.508936389
0.16,3.27428925700228,1078.92771521712,0.077669798513563,0,0.922330201486437,1.28827051317904,234240.757195224
0.161,3.33260018759952,1078.73360678127,0.077669798513563,0,0.922330201486437,1.28829987063253,234482.157167545
0.162,3.38743196843757,1078.52520831341,0.077669798513563,0,0.922330201486437,1.28832939972003,234709.528987585
0.163,3.43926766364518,1078.30355655096,0.077669798513563,0,0.922330201486437,1.28835913598723,234923.840616217
0.164,3.488495008545,1078.0695318245,0.077669798513563,0,0.922330201486437,1.28838910641653,235125.913080134
0.165,3.53538083684346,1077.82321447456,0.077669798513563,0,0.922330201486437,1.2884193612353,235315.794540139
0.166,3.57968521068245,1077.56361188431,0.077669798513563,0,0.922330201486437,1.28844985798112,235492.484204092
0.167,3.62108275679904,1077.29039390297,0.077669798513563,0,0.922330201486437,1.28848047687893,235655.621794569
0.168,3.65942710444785,1077.00401447205,0.077669798513563,0,0.922330201486437,1.28851110322431,235805.613782186
0.169,3.69473952681296,1076.70531078724,0.077669798513563,0,0.922330201486437,1.28854165484634,235943.24612644
0.17,3.72715635585147,1076.3952340121,0.077669798513563,0,0.922330201486437,1.28857208515397,236069.422175899
0.171,3.75687424699311,1076.07470279944,0.077669798513563,0,0.922330201486437,1.2886023753713,236185.018940973
0.172,3.78411138146272,1075.74454693571,0.077669798513563,0,0.922330201486437,1.28863252496167,236290.83097408
0.173,3.80908335832242,1075.40549208938,0.077669798513563,0,0.922330201486437,1.28866254375047,236387.554485808
0.174,3.83197520642757,1075.05818793311,0.077669798513563,0,0.922330201486437,1.28869243920442,236475.813794292
0.175,3.85284091713715,1074.70328359108,0.077669798513563,0,0.922330201486437,1.28872217319718,236556.232893238
0.176,3.87187746360859,1074.34138821632,0.077669798513563,0,0.922330201486437,1.28875176514301,236629.401552264
0.177,3.88919745508298,1073.97260318164,0.077669798513563,0,0.922330201486437,1.28878124064407,236695.413470294
0.178,3.9047794789777,1073.5964077292,0.077669798513563,0,0.922330201486437,1.28881061988769,236753.752107894
0.179,3.91869747986604,1073.21286509383,0.077669798513563,0,0.922330201486437,1.28883991931865,236804.474465752
0.18,3.93108965929776,1072.82245029532,0.077669798513563,0,0.922330201486437,1.28886915230766,236848.043434837
0.181,3.94211346812288,1072.42579827627,0.077669798513563,0,0.922330201486437,1.28889832972523,236885.081179452
0.182,3.95192107024551,1072.02356051706,0.077669798513563,0,0.922330201486437,1.2889274604449,236916.22856249
0.183,3.96065160705669,1071.61635313108,0.077669798513563,0,0.922330201486437,1.28895655177941,236942.094302031
0.184,3.96842596720143,1071.20472012003,0.077669798513563,0,0.922330201486437,1.28898560982798,236963.219048356
0.185,3.97534879222613,1070.78913730827,0.077669798513563,0,0.922330201486437,1.28901463978025,236980.079645887
0.186,3.98151001747729,1070.37001493151,0.077669798513563,0,0.922330201486437,1.28904364617958,236993.092367568
0.187,3.986985819744,1069.94769758575,0.077669798513563,0,0.922330201486437,1.28907263317478,237002.614004515
0.188,3.99184345499605,1069.52248567026,0.077669798513563,0,0.922330201486437,1.28910160478531,237008.964919066
0.189,3.9961401228732,1069.09462335655,0.077669798513563,0,0.922330201486437,1.28913056522808,237012.420432081
0.19,3.99992480742115,1068.66430080435,0.077669798513563,0,0.922330201486437,1.2891595193901,237013.218729664
0.191,4.00324051826223,1068.23165386117,0.077669798513563,0,0.922330201486437,1.28918847361464,237011.571332403
0.192,4.00612561757262,1067.79674756949,0.077669798513563,0,0.922330201486437,1.28921743721142,237007.668911801
0.193,4.00861227296979,1067.35951393738,0.077669798513563,0,0.922330201486437,1.28924642589539,237001.671294469
0.194,4.01073115089133,1066.91962885451,0.077669798513563,0,0.922330201486437,1.28927547134447,236993.730669796
0.195,4.01250537476689,1066.4759235868,0.077669798513563,0,0.922330201486437,1.28930465672647,236983.974111017
0.196,4.01371163772525,1066.02153253151,0.077669798513563,0,0.922330201486437,1.28933433461055,236972.603870266
0.197,7.73495335103711,314.339827483569,0.010348419742401,0,0.989651580257599,1.39790040519366,237939.126719448
0.198,7.94971303398093,314.577660087958,0.010348419742401,0,0.989651580257599,1.39790113553844,238535.688589108
0.199,8.03474149893783,314.675282375711,0.010348419742401,0,0.989651580257599,1.39790140113623,238760.00640874
0.2,8.07859560712965,314.731989561442,0.010348419742401,0,0.989651580257599,1.39790132426134,238875.680989326
0.201,8.10709338244629,314.777286459071,0.010348419742401,0,0.989651580257599,1.39790095424842,238961.181941989
0.202,8.12746745587666,314.819330012023,0.010348419742401,0,0.989651580257599,1.3979003118067,239038.213268517
0.203,8.14180364564858,314.860369587863,0.010348419742401,0,0.989651580257599,1.39789940638296,239112.758996188
0.204,8.15077609592651,314.9010540871,0.010348419742401,0,0.989651580257599,1.39789824349411,239186.543222561
0.205,8.15467836010095,314.941605232535,0.010348419742401,0,0.989651580257599,1.39789682780207,239260.152907331
0.206,8.15370298678782,314.982118950129,0.010348419742401,0,0.989651580257599,1.3978951646762,239333.839977926
0.207,8.14803132837544,315.022655251703,0.010348419742401,0,0.989651580257599,1.3978932609655,239407.76054141
0.208,8.13786070874762,315.063259561171,0.010348419742401,0,0.989651580257599,1.39789112543123,239482.031590511
0.209,8.12341503596851,315.103968069552,0.010348419742401,0,0.989651580257599,1.39788876898838,239556.745216935
0.21,8.1049510415062,315.144809215012,0.010348419742401,0,0.989651580257599,1.39788620487093,239631.972521861
0.211,8.08276127929245,315.185803501855,0.010348419742401,0,0.989651580257599,1.39788344868671,239707.763131079
0.212,8.0571776272649,315.226963865595,0.010348419742401,0,0.989651580257599,1.39788051846175,239784.146169283
0.213,8.02856884797779,315.268291984095,0.010348419742401,0,0.989651580257599,1.39787743454366,239861.120454342
0.214,7.9973471076755,315.309785546912,0.010348419742401,0,0.989651580257599,1.39787421949495,239938.673951456
0.215,7.96396286962991,315.351433242592,0.010348419742401,0,0.989651580257599,1.39787089791023,240016.770467321
0.216,7.92890112337347,315.393213253762,0.010348419742401,0,0.989651580257599,1.39786749616535,240095.345720186
0.217,7.89267777602661,315.435093790026,0.010348419742401,0,0.989651580257599,1.39786404210565,240174.308874655
0.218,7.8558560618733,315.477033033069,0.010348419742401,0,0.989651580257599,1.39786056575103,240253.542299792
0.219,7.8192156397161,315.518972522374,0.010348419742401,0,0.989651580257599,1.39785710763601,240332.882177686
0.22,7.78366026515695,315.560824270875,0.010348419742401,0,0.989651580257599,1.39785371460644,240412.085132821
0.221,7.75014100048055,315.602478510964,0.010348419742401,0,0.989651580257599,1.39785043571422,240490.849982645
0.222,7.71965523874488,315.643806123111,0.010348419742401,0,0.989651580257599,1.39784732212875,240568.824487583
0.223,7.69323087428763,315.684655169043,0.010348419742401,0,0.989651580257599,1.39784442667242,240645.596533536
0.224,7.67190895084169,315.724856169188,0.010348419742401,0,0.989651580257599,1.39784180302971,240720.708963471
0.225,7.6567131729187,315.764215550912,0.010348419742401,0,0.989651580257599,1.39783950493317,240793.643065741
0.226,7.64914685450442,315.80249978729,0.010348419742401,0,0.989651580257599,1.3978376106211,240863.772269381
0.227,7.65073478492489,315.83942644773,0.010348419742401,0,0.989651580257599,1.39783620220328,240930.344967444
0.228,7.66734993822141,315.874473913152,0.010348419742401,0,0.989651580257599,1.39783557838868,240991.934415594
0.229,7.69705649676959,315.90711553242,0.010348419742401,0,0.989651580257599,1.39783567506626,241047.197219342
0.23,7.73675757321245,315.937194847016,0.010348419742401,0,0.989651580257599,1.39783635999735,241095.826450691
0.231,7.78422520240497,315.964630118595,0.010348419742401,0,0.989651580257599,1.39783753862499,241137.76810203
0.232,7.83768475093179,315.989284375015,0.010348419742401,0,0.989651580257599,1.39783913895945,241172.951775471
0.233,7.89574522729327,316.010845645344,0.010348419742401,0,0.989651580257599,1.39784111261164,241201.213961614
0.234,7.95694626520455,316.028011700505,0.010348419742401,0,0.989651580257599,1.39784344448062,241221.395962656
0.235,7.94180832152414,322.053966890463,0.010416728950621,0,0.98958327104938,1.3975807562545,241224.794581727
0.236,7.99830137527126,321.984092939307,0.010412153810637,0,0.989587846189363,1.39758868053952,241202.511739142
0.237,8.05214747560184,321.910084427713,0.010407616603983,0,0.989592383396017,1.39759664680055,241167.270804844
0.238,8.09434060664939,321.830372205841,0.010403131181616,0,0.989596868818385,1.39760421422827,241114.466681875
0.239,8.12168017835024,321.744868027969,0.010398706899113,0,0.989601293100887,1.39761119326474,241043.508087942
0.24,8.13471280578782,321.653821610298,0.010394351709194,0,0.989605648290806,1.3976175918185,240954.707079921
0.241,8.13494537008183,321.557435986104,0.010390072830547,0,0.989609927169453,1.39762347912139,240848.269856829
0.242,8.12377099779949,321.455813705967,0.010385876835262,0,0.989614123164738,1.39762892680171,240724.163205827
0.243,8.10225283712497,321.348977639387,0.010381769738223,0,0.989618230261777,1.39763399447907,240582.167988663
0.244,8.07114305976381,321.236882620444,0.010377757177774,0,0.989622242822226,1.39763872943051,240421.902610746
0.245,8.03093592944382,321.119416398268,0.010373844624387,0,0.989626155375613,1.39764316904239,240242.81713942
0.246,7.98190136539178,320.996388753932,0.010370037617779,0,0.989629962382221,1.39764734296394,240044.155945468
0.247,7.92409745034664,320.867515007481,0.010366342007333,0,0.989633657992667,1.39765127455148,239824.906351047
0.248,7.85736273777305,320.732390876998,0.010362764227734,0,0.989637235772266,1.39765498177437,239583.724599399
0.249,7.78130127706978,320.590470343127,0.01035931156474,0,0.989640688435261,1.39765847782517,239318.871566159
0.25,7.69524349341095,320.44102583249,0.010355992513028,0,0.989644007486972,1.39766177146331,239028.101402206
0.251,7.59820007726397,320.283110635326,0.010352817144375,0,0.989647182855625,1.39766486728955,238708.558881692
0.252,7.48877255226523,320.115514414064,0.010349797542861,0,0.98965020245714,1.39766776462791,238356.661270585
0.253,7.36497095487668,319.936719901442,0.010346948313679,0,0.989653051686322,1.39767045263871,237967.987883661
0.254,7.22441623993849,319.74504785868,0.010344286158427,0,0.989655713841573,1.39767291808959,237537.685988953
0.255,7.06508824331721,319.539502040241,0.010341825616265,0,0.989658174383735,1.39767515012605,237062.777772378
0.256,6.88459049383028,319.319056291785,0.010339582762664,0,0.989660417237336,1.39767713627428,236540.212547004
0.257,6.67972501539387,319.08233047612,0.01033757728356,0,0.98966242271644,1.39767886174093,235965.998989189
0.258,6.44649232444219,318.827657306412,0.010335832661169,0,0.989664167338831,1.39768031606972,235335.40992856
0.259,6.17977936843936,318.553174678918,0.010334376319837,0,0.989665623680163,1.39768148870069,234643.266269048
0.26,5.87388343723664,318.257762607443,0.010333235521824,0,0.989666764478176,1.3976823701541,233886.5489895
0.261,5.52425996570161,317.942849443807,0.010332427982151,0,0.98966757201785,1.3976829616791,233069.367164434
0.262,5.129543686664,317.613949404705,0.010331953194823,0,0.989668046805177,1.39768328257759,232207.061405785
0.263,4.69058993851628,317.279080043654,0.010331775885014,0,0.989668224114987,1.39768338222625,231322.347694882
0.264,4.18240382934936,316.929137352104,0.010331766100881,0,0.989668233899119,1.39768339042915,230396.134170296
0.265,3.70079173188366,316.633285548236,0.010331766100881,0,0.989668233899119,1.39768343946054,229609.251529402
0.266,3.30011421638345,316.41369171395,0.010331766100881,0,0.989668233899119,1.39768351494433,229017.570491298
0.267,2.99432374495971,316.262335272172,0.010331766100881,0,0.989668233899119,1.39768359373804,228599.921941643
0.268,2.77548095663382,316.162742021521,0.010331766100881,0,0.989668233899119,1.3976836580253,228313.99373399
0.269,2.62716384733918,316.099610021575,0.010331766100881,0,0.989668233899119,1.39768369699213,228120.710637099
0.27,2.53223205857679,316.061427089963,0.010331766100881,0,0.989668233899119,1.39768370589409,227990.756643452
0.271,2.47608373216326,316.040214764725,0.010331766100881,0,0.989668233899119,1.39768368423429,227903.847510757
0.272,2.44746979981057,316.030621763258,0.010331766100881,0,0.989668233899119,1.39768363406068,227846.392414713
0.273,2.43813853831318,316.029077896812,0.010331766100881,0,0.989668233899119,1.39768355827703,227809.330558371
0.274,2.44153305794423,316.033207080467,0.010331766100881,0,0.989668233899119,1.39768344878197,227786.636645258
0.275,2.45376312439261,316.041501186572,0.010331766100881,0,0.989668233899119,1.39768330731067,227774.486886889
0.276,2.47240031211694,316.052920476061,0.010331766100881,0,0.989668233899119,1.39768314018032,227770.245358621
0.277,2.49570055238711,316.066723728234,0.010331766100881,0,0.989668233899119,1.39768295223368,227772.033645671
0.278,2.52242811821874,316.082379380244,0.010331766100881,0,0.989668233899119,1.39768274740438,227778.50514742
0.279,2.55170376748746,316.099502133996,0.010331766100881,0,0.989668233899119,1.39768252888488,227788.684200325
0.28,2.58289798447871,316.11781006752,0.010331766100881,0,0.989668233899119,1.39768229925248,227801.85727628
0.281,2.61555704232824,316.1370950974,0.010331766100881,0,0.989668233899119,1.39768206058456,227817.498070956
0.282,2.64935084912173,316.157202078815,0.010331766100881,0,0.989668233899119,1.39768181455648,227835.214509318
0.283,2.68403766495902,316.178014606376,0.010331766100881,0,0.989668233899119,1.39768156251882,227854.712749636
0.284,2.71943862389454,316.199444574516,0.010331766100881,0,0.989668233899119,1.39768130556135,227875.770721665
0.285,2.75541982234429,316.221424693088,0.010331766100881,0,0.989668233899119,1.39768104456432,227898.219157097
0.286,2.79188011211492,316.243903292116,0.010331766100881,0,0.989668233899119,1.39768078023842,227921.928424722
